"gene","GSM1932083","GSM1932084","GSM1932085","GSM1932086","GSM1932087","GSM1932088","GSM1932089","GSM1932090"
"ACSBG1",5.78126761417974,5.1565320853856,5.91192975068403,5.77901983793188,4.96051120043094,4.74426439529685,4.93561150568394,4.81169702477569
"ACSBG2",6.77048390734177,6.86317750310913,6.71509822814559,6.58394592930257,6.57917877507963,6.47207942123257,6.79130980800268,6.26234838026908
"ACSF2",8.50940796689581,8.77016329412317,9.24431525841577,8.39266508327186,9.92501891742267,9.90838027899783,10.1300333825803,9.64760175162731
"ACSF3",11.1975181523105,10.9147152540217,11.5516672576457,10.8621566469593,10.0310762726081,9.90073155501725,10.7710880332804,10.4266491555031
"ACSL1",11.1136286723964,10.7874256723189,11.2207813788857,10.4087942997552,10.0104717103036,9.97748697974777,9.56297041793685,9.97984626506378
"ACSL3",11.9766978901269,12.2992545843394,12.4742975387623,11.9617031490938,12.0475181718143,11.83818900838,11.1686318067143,11.6991762342183
"ACSL4",12.444492027495,12.1608353374132,12.6278267434984,11.6226081379634,12.0253329282596,11.850080030103,11.4825290082154,11.755702828158
"ACSL5",9.19880076987296,9.62947388711158,9.04374442970685,9.49330283523746,14.3523131248822,14.1909103154594,13.9069300136125,14.0733147944795
"ACSL6",3.75659624376192,3.00569837736387,2.91579966101172,3.38952578798078,2.32137168439676,3.51154508047378,3.53326792678308,3.50641013030921
"ACSM1",5.41014328361278,5.15862580389899,5.71359791828567,5.11970514583768,5.17405357188697,4.3351780172375,4.42167835817452,4.55195577263965
